total_messages,max_frame_count,optical_mean,optical_std,optical_min,optical_max,optical_readings,optical_below_threshold,optical_range,temp_mean,temp_std,temp_min,temp_max,temp_above_threshold,temp_range,battery_mean,battery_std,battery_min,battery_max,battery_below_threshold,snr_mean,snr_std,snr_min,rsrp_mean,rsrp_std,rsrp_min,rsrq_mean,rsrq_std,rsrq_min,prediction,probability,risk_level
77.91459336951833,65.02846887682722,-9.169883720930232,2.3935799218430995,-31.0,-6.76,0.0,0.0,21.79,22.635519633007483,5.746384618240019,13.0,39.0,0.0,28.0,3.3030405405405405,0.08420962661717304,2.92,3.57,0.0,9.590361445783133,2.9558505274326166,-3.0,-81.57272727272728,2.882819274859794,-96.0,-6.416012558869702,1.6887724798600914,-14.0,1,0.9841186905474285,High
125.37927155689788,77.70138939520655,-17.021779624800963,6.393734055906118,-23.725149094374117,-13.205369116703434,11.189635778448938,0.40758543113795753,10.519779977670684,30.67661109995204,5.004521439045684,29.516560257482467,34.40758543113796,0.0,4.891025173655491,3.4885233830515765,0.060977989197637764,3.477393165508963,3.51,0.0,18.849810802856886,2.21553274504487,17.0,-66.97446199193747,2.110044292554565,-67.55448741317225,-1.937294549055699,1.6596067262380672,-3.63034172455183,1,0.9855003249547383,High
62.81419834912001,49.62839669824002,-9.169883720930232,2.3935799218430995,-31.0,-6.76,0.0,0.0,21.79,22.635519633007483,5.746384618240019,13.0,39.0,0.0,28.0,3.3030405405405405,0.08420962661717304,2.92,3.57,0.0,9.590361445783133,2.9558505274326166,-3.0,-81.57272727272728,2.882819274859794,-96.0,-6.416012558869702,1.6887724798600914,-14.0,1,0.9742072204071645,High
111.48311622013959,82.29053822281726,-9.169883720930232,2.3935799218430995,-31.0,-6.76,0.0,0.0,21.79,22.635519633007483,5.746384618240019,13.0,39.0,0.0,28.0,3.3030405405405405,0.08420962661717304,2.92,3.57,0.0,9.590361445783133,2.9558505274326166,-3.0,-81.57272727272728,2.882819274859794,-96.0,-6.416012558869702,1.6887724798600914,-14.0,1,0.9779888321290384,High
76.02314474212375,65.65895175262541,-9.169883720930232,2.3935799218430995,-31.0,-6.76,0.0,0.0,21.79,22.635519633007483,5.746384618240019,13.0,39.0,0.0,28.0,3.3030405405405405,0.08420962661717304,2.92,3.57,0.0,9.590361445783133,2.9558505274326166,-3.0,-81.57272727272728,2.882819274859794,-96.0,-6.416012558869702,1.6887724798600914,-14.0,1,0.9841186905474285,High
105.3252579649264,82.60969044208832,-18.09874972285186,2.3935799218430995,-19.518833561859232,-17.941982947896054,0.9349484070147205,0.0,1.4174742111492407,33.2607224486772,5.746384618240019,32.63391654730913,34.3252579649264,0.0,1.8214446035878264,3.4965369574787895,0.08420962661717304,3.471619560138685,3.5139030955791166,0.0,16.51799120860305,2.9558505274326166,15.69896814029441,-70.7528243442751,2.882819274859794,-71.69134141761727,-2.2872686515974747,1.6887724798600914,-2.780619115823354,1,0.9900617397442205,High
75.30668677648,65.89777107450666,-9.169883720930232,2.3935799218430995,-31.0,-6.76,0.0,0.0,21.79,22.635519633007483,5.746384618240019,13.0,39.0,0.0,28.0,3.3030405405405405,0.08420962661717304,2.92,3.57,0.0,9.590361445783133,2.9558505274326166,-3.0,-81.57272727272728,2.882819274859794,-96.0,-6.416012558869702,1.6887724798600914,-14.0,1,0.9841186905474285,High
494.95231619642567,70.89689609922368,-0.18332511086617242,2.5366590738015904,-31.0,0.4359091335605694,157.99667104083778,1.0,31.435909133560568,23.18145333088888,8.42740338726634,11.96563203307456,45.206207801552644,0.0,33.24057576847808,3.1558114011352694,0.06926755998579232,3.010343679669254,3.6,0.0,-0.4775173109491604,3.3427300761825345,-15.45011252919295,-107.49602579402762,2.7857465691444405,-118.27494373540353,-10.620524527957052,2.20553614375892,-19.759424231521916,1,0.9751980949893252,High
85.50916552551399,70.85038408869876,-9.169883720930232,2.3935799218430995,-31.0,-6.76,0.0,0.0,21.79,22.635519633007483,5.746384618240019,13.0,39.0,0.0,28.0,3.3030405405405405,0.08420962661717304,2.92,3.57,0.0,9.590361445783133,2.9558505274326166,-3.0,-81.57272727272728,2.882819274859794,-96.0,-6.416012558869702,1.6887724798600914,-14.0,1,0.9854814214403125,High
468.7292905405853,81.69538623082663,-5.70278711748778,2.8622645382249883,-31.0,-5.117058738139443,133.63701515711787,1.0,25.88294126186056,26.60602182003056,3.6342513280921307,21.0,34.867703615786404,0.0,13.867703615786406,3.1528332425745313,0.08882740286883592,3.0313229638421357,3.5839077246165325,0.0,7.285829999602972,3.0803807667036573,-5.040021000746181,-84.17605880324749,3.413258203176636,-92.56308984661304,-7.816997545518255,1.6757994176960336,-15.172317384959776,1,0.9849415659235037,High
